Percentage in Communication skills,Hours working per day,Logical Quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,talenttests taken?,olympiads,reading and writing skills,memory capability score,Job/Higher Studies?,Taken inputs from seniors or elders,interested in games,Gentle or Tuff behaviour?,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role,certifications_code,workshops_code,Interested subjects_code,interested career area _code,Type of company want to settle in?_code,Interested Type of Books_code
0.84,9,5,6,1,4,1,0,1,0,1,2,0,1,0,1,1,1,1,1,0,Database Developer,1,1,3,0,1,2
0.83,12,8,1,9,7,0,1,0,0,1,2,0,1,0,1,1,1,1,0,0,E-Commerce Analyst,6,5,4,5,3,27
0.91,5,2,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,Software Developer,0,1,5,5,3,12
0.7,11,9,5,7,6,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,Programmer Analyst,6,1,3,5,6,14
0.72,11,9,4,7,6,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,Database Manager,6,2,2,2,1,2
0.68,6,6,0,9,4,1,0,1,1,1,0,2,1,1,1,1,0,0,1,1,Programmer Analyst,8,3,2,2,2,16
0.76,9,4,6,7,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Software Systems Engineer,6,5,3,3,9,15
0.82,12,5,6,9,6,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,UX Designer,7,5,5,4,5,9
0.66,12,1,4,3,9,0,1,0,1,1,2,1,0,1,0,0,1,1,1,0,Database Manager,5,7,9,4,5,7
0.88,5,2,3,9,5,1,0,0,1,0,2,1,1,1,0,1,0,0,1,0,Technical Services/Help Desk/Tech Support,4,3,6,2,2,1
0.67,10,7,1,8,7,0,1,0,0,1,0,2,0,0,1,0,1,1,0,1,Information Technology Manager,3,3,8,3,6,11
0.65,10,6,5,2,5,1,1,0,1,0,2,1,1,1,0,0,1,0,1,0,Database Developer,0,6,3,4,7,6
0.8,6,6,5,5,9,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,Applications Developer,7,1,2,1,1,22
0.8,7,8,3,5,2,0,1,1,1,1,2,2,1,0,1,0,1,1,0,0,Project Manager,2,2,6,1,6,11
0.74,9,4,4,2,2,0,0,1,0,1,0,2,1,0,0,1,1,0,0,0,Technical Engineer,6,3,9,4,3,23
0.63,10,1,2,3,6,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,Design & UX,6,6,7,3,1,18
0.75,4,2,3,9,3,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,Network Security Administrator,1,6,4,4,4,7
0.72,7,1,0,3,2,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,Data Architect,0,5,2,5,4,5
0.71,7,6,6,9,9,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,Project Manager,8,1,7,0,5,17
0.75,12,1,6,9,5,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,Systems Security Administrator,2,2,4,0,0,28
0.93,7,3,1,6,9,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,Database Developer,8,0,2,3,1,16
0.9,11,8,5,7,4,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,Design & UX,4,0,4,5,4,2
0.93,5,8,6,2,7,0,0,1,0,1,2,2,0,1,1,1,1,1,1,1,Database Developer,3,3,7,0,3,23
0.71,8,2,4,9,7,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,Software Engineer,2,7,6,0,7,14
0.88,10,8,6,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,Design & UX,1,2,2,0,0,22
0.93,4,4,6,1,5,1,1,0,0,0,1,2,0,1,0,1,0,0,0,0,Software Engineer,7,1,6,3,1,4
0.81,8,2,4,7,8,1,1,0,1,0,2,1,0,1,0,1,1,0,0,0,Database Developer,2,5,5,5,5,30
0.74,8,5,1,8,2,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,Database Developer,5,0,0,4,0,3
0.92,11,6,3,5,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,Design & UX,6,2,7,4,6,9
0.73,12,9,0,7,1,0,1,0,0,1,2,1,0,0,0,0,0,1,1,1,Database Developer,8,0,7,5,3,16
0.66,10,3,3,5,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,CRM Technical Developer,7,4,1,4,6,12
0.69,9,2,6,5,8,1,1,1,1,0,2,2,1,1,1,1,0,0,1,1,Business Intelligence Analyst,0,6,9,5,6,10
0.61,8,1,6,7,5,1,0,0,0,1,2,0,1,1,1,1,0,0,1,0,Systems Security Administrator,1,1,1,3,5,1
0.64,5,3,1,7,8,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,Network Security Administrator,2,5,3,3,7,20
0.6,7,5,6,8,2,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Quality Assurance Associate,7,4,6,0,9,3
0.87,6,5,4,8,6,1,0,0,1,1,0,2,1,1,1,0,1,1,0,1,Network Security Administrator,5,7,1,3,8,19
0.81,10,6,3,5,7,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,Network Security Administrator,8,1,6,4,0,3
0.81,9,1,4,3,9,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,Network Security Administrator,4,5,7,0,8,20
0.79,12,8,4,9,6,1,1,0,0,0,2,0,1,1,1,0,1,1,1,1,Systems Analyst,5,5,8,0,5,2
0.83,5,4,6,6,7,0,0,0,1,1,2,2,0,1,0,1,0,0,0,1,Quality Assurance Associate,5,5,1,5,0,25
0.61,5,2,3,5,2,1,0,1,1,1,2,2,0,0,0,0,1,1,1,0,UX Designer,7,4,3,3,5,9
0.63,9,5,5,6,2,1,0,0,0,1,0,2,0,1,1,1,0,0,1,1,Software Developer,1,7,1,2,6,5
0.65,5,3,0,4,4,0,1,0,1,1,2,2,0,0,1,0,0,1,0,0,Software Engineer,0,7,0,4,5,8
0.93,9,3,6,3,7,0,1,1,1,1,2,2,0,1,0,1,1,0,1,1,Systems Security Administrator,8,1,8,0,6,22
0.74,5,3,0,4,8,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,Web Developer,5,3,3,3,8,20
0.65,4,9,6,1,5,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,Technical Engineer,6,3,7,3,9,28
0.71,7,6,6,1,3,1,1,1,0,0,2,1,0,0,1,1,0,1,0,1,Business Intelligence Analyst,1,1,9,1,7,10
0.65,10,7,1,6,3,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,Quality Assurance Associate,0,3,6,2,3,28
0.93,5,7,0,6,9,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,Network Security Administrator,8,4,0,4,4,3
0.78,9,7,1,5,8,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,Network Engineer,6,3,7,1,8,5
0.61,7,5,4,2,2,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,Software Systems Engineer,0,2,8,1,0,20
0.84,7,8,5,4,9,1,0,1,1,1,2,0,0,0,1,0,0,0,0,0,Technical Services/Help Desk/Tech Support,0,0,9,3,4,13
0.86,4,4,2,2,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,Database Manager,2,5,7,2,9,5
0.76,11,2,6,3,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,Information Technology Auditor,4,1,6,3,6,14
0.91,9,9,4,4,4,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,Software Quality Assurance (QA) / Testing,8,5,6,0,8,4
0.65,12,1,5,7,4,0,0,1,1,1,1,2,0,1,0,0,1,0,1,1,Applications Developer,1,3,0,2,5,0
0.67,12,7,4,9,6,1,0,1,1,1,2,0,0,0,0,1,0,0,1,0,Quality Assurance Associate,4,7,3,0,7,0
0.61,6,4,1,3,6,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,Technical Engineer,5,6,3,4,0,8
0.68,12,9,6,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,Business Systems Analyst,1,2,9,5,0,13
0.79,11,1,3,5,6,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,Database Administrator,1,7,4,4,0,15
0.69,5,1,5,5,9,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,Portal Administrator,0,5,1,1,9,0
0.77,7,8,5,1,5,0,1,0,0,0,2,0,0,1,0,1,1,1,1,1,Data Architect,1,5,9,2,3,4
0.82,4,2,2,1,9,0,0,1,1,1,2,0,0,0,1,0,0,0,1,0,Business Intelligence Analyst,5,4,0,1,8,6
0.67,8,5,2,9,7,1,1,0,0,1,2,2,0,1,0,1,0,1,1,1,Project Manager,5,3,9,3,2,7
0.86,11,7,4,6,6,0,1,0,1,1,2,0,1,1,1,1,1,1,0,1,Database Developer,3,6,4,5,9,27
0.68,11,8,2,7,5,1,0,1,0,0,2,2,0,1,0,0,1,0,0,0,Software Systems Engineer,5,3,0,2,9,25
0.84,4,2,0,9,7,1,1,1,0,0,2,2,1,1,1,0,0,1,1,1,Database Manager,3,4,7,2,5,16
0.63,9,8,0,9,8,1,1,1,1,0,1,2,0,1,1,1,0,1,1,0,Mobile Applications Developer,2,7,8,4,2,17
0.86,9,2,6,6,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,Technical Engineer,4,7,3,0,5,27
0.66,5,6,4,8,7,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,Database Developer,5,0,6,1,6,11
0.66,12,5,3,1,8,1,0,1,0,0,1,2,1,1,0,0,1,0,0,0,Portal Administrator,4,0,0,0,8,29
0.68,10,7,1,2,3,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,Web Developer,4,4,2,2,4,0
0.8,11,8,1,7,6,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,Solutions Architect,8,3,1,4,6,1
0.81,12,4,3,5,4,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,Software Systems Engineer,6,2,6,5,9,8
0.72,4,4,6,9,5,1,1,0,0,1,2,0,0,1,1,0,1,1,0,0,Network Security Administrator,5,0,6,0,6,23
0.75,9,8,6,8,9,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,Database Administrator,2,1,5,4,6,26
0.72,6,6,0,3,1,1,1,1,0,1,2,0,1,0,0,1,0,1,1,1,CRM Technical Developer,3,4,7,3,4,15
0.72,12,9,2,8,3,1,0,0,1,1,2,2,1,1,1,0,0,0,0,0,Network Engineer,3,7,1,3,3,24
0.83,5,5,2,2,8,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,Software Quality Assurance (QA) / Testing,1,4,9,4,4,16
0.6,5,1,4,7,9,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,Web Developer,0,7,3,0,4,14
0.86,10,4,6,8,4,1,0,0,0,1,2,0,0,0,1,1,1,1,1,1,Network Engineer,1,7,4,2,0,22
0.7,7,4,5,5,7,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,UX Designer,7,0,2,0,8,3
0.85,5,3,0,4,1,1,1,1,1,1,1,2,1,0,0,0,1,1,1,1,Network Security Administrator,1,0,5,1,1,9
0.65,5,9,2,8,4,0,1,0,0,0,1,2,1,1,0,1,1,1,0,1,Systems Analyst,5,4,5,0,3,1
0.7,7,5,6,4,3,0,0,0,1,1,1,2,1,0,1,0,0,1,0,0,Database Administrator,8,1,9,3,8,0
0.78,5,1,6,4,7,0,1,1,1,1,2,2,0,0,0,1,0,1,1,1,CRM Technical Developer,6,2,9,5,7,1
0.9,6,4,6,6,6,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,CRM Business Analyst,6,5,3,5,2,11
0.85,4,2,4,8,4,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,Network Engineer,1,1,0,2,6,8
0.67,5,7,2,3,1,1,0,0,0,0,0,2,1,1,0,1,0,0,0,1,Network Security Engineer,1,0,1,1,8,19
0.82,7,6,6,7,1,1,1,0,1,0,1,2,1,1,0,1,1,1,0,1,Software Engineer,6,4,5,3,8,13
0.76,6,2,4,7,4,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,Programmer Analyst,5,5,9,4,3,24
0.62,4,1,3,1,9,1,0,1,1,0,2,1,1,1,1,1,0,0,0,1,Database Developer,3,7,9,5,5,3
0.81,7,8,6,9,8,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,Software Quality Assurance (QA) / Testing,6,5,8,0,2,5
0.9,12,2,1,2,7,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,E-Commerce Analyst,2,0,8,1,6,7
0.64,4,7,4,2,9,1,1,0,1,1,2,1,0,1,0,1,0,0,1,1,Technical Engineer,7,5,3,5,3,16
0.79,7,8,2,1,6,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,Web Developer,1,4,9,1,3,26
0.93,10,9,5,7,6,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,Project Manager,4,4,3,0,3,19
0.91,10,4,3,5,6,1,1,0,0,0,0,2,1,0,1,1,0,1,0,1,Solutions Architect,6,3,0,5,6,14
0.67,9,9,2,7,8,1,1,0,1,0,2,2,0,0,1,0,1,0,1,1,Quality Assurance Associate,1,2,1,0,7,16
0.94,6,7,4,6,2,0,1,1,1,0,1,2,0,1,1,1,0,1,0,1,Network Security Engineer,4,3,3,0,9,21
0.8,4,5,3,1,7,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,Systems Security Administrator,1,5,5,4,7,8
0.8,6,2,4,9,3,1,1,1,1,1,2,2,1,1,0,1,0,1,0,0,Technical Support,4,4,3,5,4,25
0.93,9,9,5,9,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,Systems Analyst,1,0,6,5,0,25
0.72,10,8,4,1,9,1,0,1,1,1,0,2,1,1,1,1,0,1,0,0,Database Developer,7,1,1,5,9,14
0.83,12,3,0,1,5,0,1,1,1,0,2,1,1,0,1,0,1,1,1,1,Business Intelligence Analyst,1,1,8,5,3,29
0.91,6,2,6,5,9,1,0,1,0,0,2,2,1,1,0,0,1,1,0,0,Solutions Architect,5,0,9,0,9,29
0.81,12,4,1,4,5,1,1,0,1,1,2,2,1,1,1,1,0,0,1,1,Network Security Engineer,0,4,1,1,8,21
0.81,8,4,6,1,2,1,1,0,1,0,2,2,0,0,1,0,0,1,0,0,Database Administrator,2,6,7,4,1,27
0.64,8,2,3,3,5,1,0,1,1,1,2,0,0,0,1,0,0,0,0,1,Network Security Administrator,6,1,7,3,7,16
0.65,7,2,4,2,4,0,1,1,0,1,2,0,1,1,0,0,0,1,0,0,Mobile Applications Developer,5,1,8,1,3,12
0.72,9,6,4,2,2,0,0,0,1,1,2,0,1,1,0,0,0,0,1,0,Programmer Analyst,1,1,4,1,5,22
0.91,9,7,0,9,9,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,Information Security Analyst,1,4,7,2,5,15
0.62,4,5,1,9,6,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,Applications Developer,8,1,8,0,9,27
0.69,9,2,5,1,9,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,Applications Developer,1,4,7,0,9,16
0.75,4,6,1,9,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,Information Technology Auditor,4,3,4,4,3,18
0.83,11,1,3,1,5,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,Data Architect,7,6,2,4,9,19
0.91,4,3,5,5,7,1,0,0,0,1,2,0,1,1,0,0,0,1,0,1,Business Intelligence Analyst,5,4,1,5,9,21
0.91,11,8,1,4,8,0,1,1,0,0,2,2,1,1,1,0,1,1,1,1,Programmer Analyst,5,2,9,4,0,21
0.7,5,3,4,2,2,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,Data Architect,8,3,2,2,9,5
0.63,7,8,6,4,2,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,Design & UX,5,3,5,1,0,27
0.83,5,6,3,6,7,1,1,1,0,1,2,0,0,0,0,1,0,1,1,0,Mobile Applications Developer,7,6,9,0,4,7
0.82,12,2,0,4,7,1,1,0,1,1,1,2,0,0,1,1,0,0,0,0,Applications Developer,7,4,4,4,1,1
0.88,5,5,0,6,2,0,0,0,0,1,1,2,1,1,1,1,1,1,0,0,Software Quality Assurance (QA) / Testing,5,7,2,5,9,8
0.67,7,4,1,2,2,1,1,0,1,0,2,2,0,0,1,0,0,1,1,0,Information Technology Manager,7,3,7,4,6,7
0.78,7,1,0,5,7,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,Systems Analyst,7,4,8,2,4,27
0.72,11,1,1,1,5,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,Network Security Administrator,2,5,6,4,6,8
0.79,11,8,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,Database Administrator,7,4,6,3,0,8
0.88,11,4,6,6,5,0,0,1,0,0,1,2,0,0,1,0,1,0,1,1,Mobile Applications Developer,8,4,6,4,0,10
0.71,7,5,3,2,3,1,1,1,0,1,2,0,1,1,0,1,1,1,1,1,Technical Engineer,5,6,8,4,7,5
0.77,9,1,3,7,8,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,Quality Assurance Associate,7,4,1,0,6,27
0.64,12,8,1,3,8,1,0,1,0,0,1,2,0,0,0,0,0,1,1,1,Mobile Applications Developer,5,6,3,5,8,14
0.87,4,7,3,8,5,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,Business Intelligence Analyst,6,2,3,3,9,27
0.72,6,3,0,7,5,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,Database Administrator,1,1,9,1,7,12
0.67,7,6,4,4,2,0,1,0,1,0,1,2,0,0,1,1,1,1,0,0,Technical Support,0,2,9,5,0,27
0.94,9,2,4,9,7,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,Data Architect,6,3,3,1,3,20
0.82,4,4,0,2,1,0,0,1,0,1,0,2,0,1,0,1,0,0,0,1,UX Designer,1,1,1,3,1,16
0.88,8,6,6,5,2,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,Database Manager,5,4,4,4,0,11
0.63,8,3,3,3,8,1,1,1,1,0,1,2,0,0,0,0,1,1,1,0,CRM Technical Developer,2,6,2,0,7,14
0.75,9,1,5,8,5,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,Technical Engineer,2,5,9,0,3,0
0.77,4,1,0,9,2,0,0,1,1,1,2,0,1,0,1,0,1,0,0,0,Project Manager,0,4,7,3,4,1
0.81,7,6,5,6,5,1,0,0,1,1,1,2,1,1,0,1,0,1,0,1,Software Quality Assurance (QA) / Testing,7,0,2,0,3,28
0.67,12,4,5,4,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,Software Systems Engineer,7,5,8,5,8,13
0.82,8,7,3,8,6,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,UX Designer,8,3,9,2,3,14
0.73,5,5,6,5,5,0,0,0,0,1,2,0,0,1,0,1,0,0,0,1,Data Architect,3,0,6,4,8,30
0.63,7,8,1,3,4,0,0,0,0,0,2,2,1,1,1,0,1,1,0,1,Data Architect,5,3,5,5,8,4
0.6,12,5,5,5,1,0,0,0,0,1,0,2,0,1,0,1,0,0,0,1,Technical Engineer,3,2,0,5,4,0
0.86,5,8,5,1,9,0,0,1,1,0,2,1,1,0,1,1,0,0,0,1,Web Developer,0,5,2,3,7,6
0.76,11,2,1,6,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,Software Developer,8,4,6,0,5,15
0.83,12,9,5,8,8,0,1,1,0,1,2,1,0,1,0,1,1,1,1,1,Database Manager,4,2,8,1,2,18
0.9,12,4,4,7,5,1,0,0,0,0,2,1,0,0,0,0,1,0,1,0,Software Engineer,8,7,2,5,8,10
0.94,6,8,6,4,7,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,Project Manager,6,4,7,1,7,19
0.91,10,5,3,6,7,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,Business Intelligence Analyst,2,2,4,2,7,26
0.9,10,5,2,5,5,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,Data Architect,0,4,3,2,7,3
0.81,4,6,2,2,5,0,0,1,0,1,0,2,0,0,1,0,1,1,1,1,Data Architect,8,6,6,3,4,6
0.6,5,9,4,3,9,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,Portal Administrator,8,4,0,4,1,0
0.61,6,2,2,6,3,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,Database Administrator,6,2,6,3,6,29
0.66,12,9,0,6,9,1,0,1,0,1,2,0,1,1,1,0,1,1,1,1,Programmer Analyst,4,3,1,3,2,0
0.61,9,7,1,5,7,0,0,0,1,0,1,2,0,1,1,1,1,0,1,0,Information Security Analyst,1,3,0,2,8,29
0.74,12,5,6,4,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,Business Systems Analyst,7,0,4,0,1,11
0.61,6,2,3,4,7,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,Network Security Engineer,3,4,4,1,2,3
0.66,11,5,1,6,6,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,Network Security Engineer,2,1,3,4,7,18
0.66,11,8,6,7,4,0,0,0,1,0,2,0,1,0,1,0,1,1,0,0,Information Technology Auditor,7,4,8,5,2,19
0.78,7,6,4,3,6,0,1,1,0,0,2,0,0,1,1,1,1,1,1,1,UX Designer,1,1,0,2,3,29
0.75,4,1,4,2,3,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,Web Developer,4,2,2,1,3,29
0.91,7,1,3,5,5,0,0,0,0,1,2,1,1,0,0,1,0,0,0,1,Network Security Engineer,3,0,8,2,3,9
0.85,5,6,2,1,5,0,0,0,1,0,2,0,1,1,0,0,1,0,1,0,Systems Analyst,3,4,0,3,1,2
0.78,5,2,6,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Business Systems Analyst,6,4,7,5,3,30
0.79,8,4,1,4,7,1,0,1,1,1,1,2,1,1,0,0,0,0,1,1,E-Commerce Analyst,6,1,1,2,0,0
0.84,4,2,0,9,5,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,Data Architect,0,4,5,3,0,16
0.79,9,7,1,3,6,1,0,0,0,1,1,2,1,0,1,1,1,0,1,1,Information Technology Auditor,5,1,6,4,5,14
0.68,10,4,1,6,4,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,Mobile Applications Developer,4,4,4,0,6,3
0.89,6,1,3,9,1,0,1,0,0,1,2,0,1,0,1,0,0,1,1,0,Software Quality Assurance (QA) / Testing,4,5,9,0,7,4
0.65,10,4,5,2,4,1,0,0,0,0,2,2,1,1,1,1,1,1,0,0,Solutions Architect,3,5,2,0,5,4
0.68,4,3,5,6,3,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,Project Manager,6,2,7,5,8,22
0.6,7,6,2,6,9,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,Database Developer,3,1,1,0,0,4
0.61,12,6,5,7,6,0,0,1,1,0,1,2,0,1,1,1,0,0,1,0,Project Manager,2,2,1,1,0,15
0.81,12,7,3,4,5,0,0,1,1,1,0,2,0,1,0,0,0,1,0,0,Systems Security Administrator,1,5,7,2,4,28
0.91,11,9,6,4,1,0,0,0,1,1,2,1,1,0,0,1,0,1,1,1,Software Systems Engineer,3,2,3,2,4,16
0.69,10,4,2,2,5,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,Software Developer,5,7,7,5,0,6
0.9,7,4,3,8,7,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,Software Engineer,5,2,1,0,0,8
0.75,4,9,3,1,6,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,Solutions Architect,3,0,0,2,4,13
0.65,6,7,2,7,7,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,Information Technology Manager,3,0,7,2,7,24
0.71,5,7,1,9,9,0,0,1,1,1,2,2,1,0,0,0,1,0,1,0,Information Technology Manager,7,7,6,1,7,30
0.66,11,2,2,5,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,CRM Business Analyst,2,4,4,1,7,27
0.63,9,2,0,4,6,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,Technical Services/Help Desk/Tech Support,4,1,5,4,7,28
0.89,10,2,1,6,9,1,0,1,0,0,2,1,1,0,1,0,0,1,1,0,Database Administrator,8,0,1,4,9,3
0.7,11,4,5,8,7,1,0,0,0,0,2,1,1,0,1,1,1,1,0,0,Database Developer,6,4,7,5,0,7
0.88,4,8,6,9,4,1,0,1,0,1,2,1,1,1,0,0,1,1,1,1,Business Systems Analyst,2,2,1,4,1,13
0.81,4,8,1,5,5,1,1,1,0,0,1,2,1,1,0,0,1,0,0,1,Information Technology Auditor,2,7,7,0,0,16
0.81,10,3,6,8,7,1,1,0,1,0,2,2,0,1,1,0,0,1,0,0,Business Intelligence Analyst,5,5,9,2,9,17
0.7,4,2,5,8,8,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,Database Developer,6,7,1,0,6,15
0.73,10,4,5,9,5,1,1,0,1,0,1,2,1,0,1,1,0,0,1,0,E-Commerce Analyst,1,7,7,2,6,8
0.6,12,4,3,3,3,0,1,0,1,0,2,1,0,0,0,1,1,0,1,0,CRM Technical Developer,4,0,8,4,6,13
0.79,5,8,6,2,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,CRM Business Analyst,2,6,7,2,3,22
0.69,8,4,1,8,8,1,0,0,1,0,2,0,1,0,0,1,1,0,1,0,Database Administrator,5,7,1,5,6,27
0.86,7,5,4,9,5,1,0,1,0,0,1,2,1,0,0,1,1,0,0,0,Applications Developer,4,3,2,2,0,11
0.65,8,5,3,1,9,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,Network Engineer,4,0,4,3,0,16
0.84,7,3,3,7,7,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,Data Architect,4,0,8,4,7,20
0.71,8,3,1,5,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,Design & UX,0,2,7,0,2,3
0.68,12,7,3,6,7,0,1,0,1,0,1,2,1,1,1,0,1,0,1,1,CRM Technical Developer,6,7,5,0,1,14
0.6,7,2,2,6,6,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,Software Systems Engineer,6,2,4,4,3,15
0.84,4,5,5,3,4,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,Solutions Architect,2,1,4,3,8,25
0.74,6,1,5,8,9,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,Web Developer,8,3,0,0,1,23
0.87,7,8,1,4,6,1,1,1,0,0,2,2,0,0,0,0,0,0,1,1,Network Security Engineer,7,2,8,3,5,1
0.72,6,7,3,2,7,0,0,1,0,0,1,2,1,0,1,0,0,1,1,0,Software Developer,2,2,3,3,7,14
0.86,4,6,0,6,9,1,1,1,0,1,1,2,0,0,1,0,1,0,1,0,Software Systems Engineer,0,7,8,3,4,12
0.81,10,7,3,3,3,0,1,0,0,1,0,2,0,0,1,1,1,1,0,1,Systems Analyst,4,3,3,2,0,23
0.87,12,7,2,6,7,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,Information Technology Auditor,4,3,8,2,3,12
0.63,8,6,2,8,9,1,1,0,1,1,2,1,0,0,0,1,0,1,0,0,Network Engineer,6,5,6,3,4,6
0.89,9,1,2,8,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,CRM Technical Developer,8,3,6,1,5,12
0.74,4,1,3,3,8,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,Information Technology Auditor,1,1,1,5,4,20
0.69,7,1,2,4,6,1,0,0,1,0,1,2,0,0,1,1,1,0,1,1,Design & UX,4,6,0,2,0,6
0.6,4,7,6,3,3,0,0,0,1,1,1,2,0,1,1,0,0,0,0,0,Network Engineer,7,1,4,1,5,4
